"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Time markers"
262680,19.9997820008221,0.00066096284755566,3292.22754302554,NaN,NaN,""
262740,19.9997723481445,0.000660828417553344,3292.26718183256,NaN,NaN,""
262800,19.999762695467,0.000660693987551029,3292.30682063959,NaN,NaN,""
262860,19.9997535014076,0.000660559557581037,3292.34645944659,NaN,NaN,""
262920,19.9997445555398,0.000660425127628537,3292.38609825357,NaN,NaN,""
262980,19.9997484858464,0.000660299557874835,3292.42573011446,NaN,NaN,""
263040,19.9998010100702,0.000660207425985008,3292.46533576116,NaN,NaN,""
263100,19.9998535342941,0.000660115294095181,3292.50494140787,NaN,NaN,""
263160,19.9999073430282,0.000660023162254683,3292.54454705456,NaN,NaN,""
263220,19.9999615352641,0.000659931030428913,3292.58415270125,NaN,NaN,""
263280,20.0000215249928,0.000659856860310578,3292.62375205813,NaN,NaN,""
263340,20.00009324829,0.000659819042963418,3292.66333868506,NaN,NaN,""
263400,20.0001649715872,0.000659781225616257,3292.70292531199,NaN,NaN,""
263460,20.0002371190419,0.000659743408267337,3292.7425119389,NaN,NaN,""
263520,20.0003093182189,0.000659705590918202,3292.78209856581,NaN,NaN,""
263580,20.0003179670734,0.000659667016861592,3292.8216800791,NaN,NaN,""
263640,20.0002495452046,0.000659627525107164,3292.86125539082,NaN,NaN,""
263700,20.0001810754518,0.000659588033352472,3292.90083070254,NaN,NaN,""
263760,20.0001088350795,0.000659548541576986,3292.94040601424,NaN,NaN,""
263820,20.0000365947071,0.0006595090498015,3292.97998132595,NaN,NaN,""
263880,19.9999746482253,0.000659459338182884,3293.01954851604,NaN,NaN,""
263940,19.9999203679345,0.000659402015518705,3293.05910965769,NaN,NaN,""
264000,19.9998661529051,0.000659344692836437,3293.09867079934,NaN,NaN,""
264060,19.999812360485,0.000659287370037025,3293.13823194096,NaN,NaN,""
264120,19.999758568065,0.000659230047237613,3293.17779308258,NaN,NaN,""
264180,19.9998785883613,0.000659093321381478,3293.2173309509,NaN,NaN,""
264240,20.000075108884,0.000658921647841689,3293.25685857595,NaN,NaN,""
264300,20.0002733638737,0.000658749974289104,3293.29638620098,NaN,NaN,""
264360,20.0004766863464,0.000658578300699132,3293.33591382596,NaN,NaN,""
